text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,target,cleaned_text
shitty mofoes,shit,motherfucker,,bodily fluids / excrement,sexual anatomy / sexual acts,other / general insult,1.6,Strong,bodily fluids / excrement_Strong,shitty mofoes
shittydick,shit,dick,,bodily fluids / excrement,sexual anatomy / sexual acts,none,2.0,Strong,bodily fluids / excrement_Strong,shittydick
shittydicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shittydicks
shittyfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,shittyfuck
shittyfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong,sexual anatomy / sexual acts_Strong,shittyfuckface
shittyful,shit,,,bodily fluids / excrement,none,none,1.6,Strong,bodily fluids / excrement_Strong,shittyful
shlong,shlong,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,shlong
shmale,shemale,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,shmale
shtfuk,shit,fuck,,other / general insult,bodily fluids / excrement,none,1.8,Strong,other / general insult_Strong,shtfuk
shut the fuck up,fuck,,,other / general insult,none,none,2.2,Strong,other / general insult_Strong,shut fuck
shylock,shylock,,,racial / ethnic slurs,none,none,1.6,Strong,racial / ethnic slurs_Strong,shylock
shytfeisterfuck,fuck,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,shytfeisterfuck
sissy,sissy,,,sexual orientation / gender,none,none,1.0,Mild,sexual orientation / gender_Mild,sissy
sixty-nine,69,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,sixtynine
sk@nks,skank,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,sknks
sk@nky,skank,,,sexual orientation / gender,none,none,1.0,Mild,sexual orientation / gender_Mild,sknky
sk@nkz,skank,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,sknkz
skank,skank,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,skank
skanks,skank,,,sexual orientation / gender,none,none,1.2,Mild,sexual orientation / gender_Mild,skank
skanky,skank,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,skanky
skankz,skank,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,skankz
sl@nteye,slant eye,,,racial / ethnic slurs,physical attributes,none,3.0,Severe,racial / ethnic slurs_Severe,slnteye
slag,slag,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,slag
slantard,retard,slant eye,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,slantard
slanteye,slant eye,,,racial / ethnic slurs,physical attributes,none,3.0,Severe,racial / ethnic slurs_Severe,slanteye
slanteye b1tch,bitch,slant eye,,racial / ethnic slurs,sexual orientation / gender,none,2.6,Severe,racial / ethnic slurs_Severe,slanteye btch
slanteyes,slant eye,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,slanteyes
slanteyeshit,shit,slant eye,,bodily fluids / excrement,racial / ethnic slurs,none,3.0,Severe,bodily fluids / excrement_Severe,slanteyeshit
slantfreak,slant eye,,,racial / ethnic slurs,physical attributes,none,2.6,Severe,racial / ethnic slurs_Severe,slantfreak
slanty,slant eye,,,racial / ethnic slurs,physical attributes,none,2.6,Severe,racial / ethnic slurs_Severe,slanty
slit,slit,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,slit
slut,slut,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,slut
slut hole,slut,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong,sexual anatomy / sexual acts_Strong,slut hole
sluts,slut,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,slut
slutty,slut,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,slutty
snatch,snatch,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,snatch
snatch licker,snatch,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,snatch licker
soab,bitch,,,other / general insult,sexual orientation / gender,none,1.6,Strong,other / general insult_Strong,soab
son o bitch,bitch,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,son bitch
son of a bitch,bitch,,,other / general insult,sexual orientation / gender,none,1.2,Mild,other / general insult_Mild,son bitch
son-of-a-bitch,bitch,,,sexual orientation / gender,other / general insult,none,1.2,Mild,sexual orientation / gender_Mild,sonofabitch
sonna bitch,bitch,,,sexual orientation / gender,other / general insult,none,1.2,Mild,sexual orientation / gender_Mild,sonna bitch
sonofabitch,bitch,,,other / general insult,sexual orientation / gender,none,1.4,Mild,other / general insult_Mild,sonofabitch
sonofbitches,bitch,,,sexual orientation / gender,other / general insult,none,1.0,Mild,sexual orientation / gender_Mild,sonofbitches
sons of b1tches,bitch,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,son btches
sons of bitches,bitch,,,other / general insult,sexual orientation / gender,none,1.6,Strong,other / general insult_Strong,son bitch
sons-of-bitches,bitch,,,other / general insult,sexual orientation / gender,none,1.4,Mild,other / general insult_Mild,sonsofbitches
sonz of bitchez,bitch,,,other / general insult,sexual orientation / gender,none,1.8,Strong,other / general insult_Strong,sonz bitchez
soppy bollucks,bollocks,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,soppy bollucks
spanking,spank,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,spanking
sperm,sperm,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,sperm
sphincter,sphincter,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,sphincter
spic,spic,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,spic
spicfuck,fuck,spic,,sexual anatomy / sexual acts,racial / ethnic slurs,none,3.0,Severe,sexual anatomy / sexual acts_Severe,spicfuck
spick,spic,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,spick
spics,spic,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,spic
spicshit,spic,shit,,bodily fluids / excrement,racial / ethnic slurs,none,3.0,Severe,bodily fluids / excrement_Severe,spicshit
spig,spic,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,spig
spik,spic,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,spik
spix,spic,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,spix
spook,spook,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,spook
spooks,spook,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,spook
spunk,spunk,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,spunk
stfu,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,stfu
stump chewer,stump chewer,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,stump chewer
stupid fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,stupid fucker
stupid hoe,hoe,,,sexual orientation / gender,none,none,2.4,Strong,sexual orientation / gender_Strong,stupid hoe
stupidasses,ass,,,sexual anatomy / sexual acts,mental disability,none,1.0,Mild,sexual anatomy / sexual acts_Mild,stupidasses
suck,suck,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,suck
suck my cock,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,suck cock
suck my d,dick,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,suck
suck my dick,dick,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,suck dick
suck off,suck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,suck
sum of a bitch,bitch,,,other / general insult,sexual orientation / gender,none,1.4,Mild,other / general insult_Mild,sum bitch
sumbitch,bitch,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,sumbitch
swine,swine,,,animal references,none,none,1.0,Mild,animal references_Mild,swine
swine fucker,fuck,swine,,sexual anatomy / sexual acts,animal references,none,2.8,Severe,sexual anatomy / sexual acts_Severe,swine fucker
tacohead,tacohead,,,racial / ethnic slurs,none,none,2.4,Strong,racial / ethnic slurs_Strong,tacohead
tadger,tadger,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,tadger
taking the piss,taking the piss,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,taking piss
tallywacker,tallywacker,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,tallywacker
tar-baby,tar-baby,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,tarbaby
tard,retard,,,mental disability,none,none,2.8,Severe,mental disability_Severe,tard
tard asses,ass,,,sexual anatomy / sexual acts,mental disability,none,3.0,Severe,sexual anatomy / sexual acts_Severe,tard ass
tart,tart,,,mental disability,sexual anatomy / sexual acts,sexual orientation / gender,1.2,Mild,mental disability_Mild,tart
throat yogurt,throat yogurt,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,throat yogurt
throater,throater,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,throater
tickle the pickle,tickle the pickle,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,tickle pickle
timber nigger,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,timber nigger
tits,tit,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,tit
tongue fucker,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,tongue fucker
tongue fucking,fuck,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,tongue fucking
tosser,tosser,,,other / general insult,none,none,1.2,Mild,other / general insult_Mild,tosser
tossing salad,tossing salad,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,tossing salad
towelhead,towelhead,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,towelhead
towelheads,towelhead,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,towelheads
towelshithead,towelhead,shit,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,towelshithead
tramp,tramp,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,tramp
Tranny,tranny,,,sexual orientation / gender,none,none,2.8,Severe,sexual orientation / gender_Severe,tranny
transvestite,transvestite,,,sexual orientation / gender,none,none,2.4,Strong,sexual orientation / gender_Strong,transvestite
trashb1tch,bitch,trash,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,trashbtch
trashbitch,bitch,trash,,sexual orientation / gender,other / general insult,none,2.0,Strong,sexual orientation / gender_Strong,trashbitch
trashbitches,bitch,trash,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,trashbitches
trashbitchez,bitch,trash,,sexual orientation / gender,none,none,1.2,Mild,sexual orientation / gender_Mild,trashbitchez
trashbtch,bitch,trash,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,trashbtch
trasherbitch,bitch,trash,,sexual orientation / gender,other / general insult,none,1.4,Mild,sexual orientation / gender_Mild,trasherbitch
trasherbitchs,bitch,trash,,sexual orientation / gender,none,none,1.2,Mild,sexual orientation / gender_Mild,trasherbitchs
trashybitches,bitch,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,trashybitches
trouser snake,trouser snake,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,trouser snake
trousersnake,trousersnake,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,trousersnake
turdcutter,turd,,,other / general insult,bodily fluids / excrement,none,1.6,Strong,other / general insult_Strong,turdcutter
turdhead,turd,,,bodily fluids / excrement,none,none,1.6,Strong,bodily fluids / excrement_Strong,turdhead
tw@t,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.8,Strong,sexual anatomy / sexual acts_Strong,twt
twa+,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.2,Mild,sexual anatomy / sexual acts_Mild,twa
twat,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.8,Strong,sexual anatomy / sexual acts_Strong,twat
twat waffle,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.0,Strong,sexual anatomy / sexual acts_Strong,twat waffle
twatface,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong,sexual anatomy / sexual acts_Strong,twatface
twats,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.6,Strong,sexual anatomy / sexual acts_Strong,twat
twatt,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.6,Strong,sexual anatomy / sexual acts_Strong,twatt
twattish,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.6,Strong,sexual anatomy / sexual acts_Strong,twattish
twatzilla,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.0,Strong,sexual anatomy / sexual acts_Strong,twatzilla
twink,twink,,,sexual orientation / gender,none,none,1.2,Mild,sexual orientation / gender_Mild,twink
upskirts,upskirt,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,upskirts
useless fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.6,Severe,sexual anatomy / sexual acts_Severe,useless fucker
vag,vagina,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,vag
vajayjay,vagina,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,vajayjay
vulva,vulva,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,vulva
w@nker,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.2,Mild,sexual anatomy / sexual acts_Mild,wnker
w@nkers,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wnkers
w4nk3r,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.6,Strong,sexual anatomy / sexual acts_Strong,wnkr
w4nker,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wnker
wang,wang,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,wang
wang wrangler,wang,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,wang wrangler
wank,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wank
wank off,wank,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wank
wank3r,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wankr
wank3rs,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wankrs
wankbastard,wank,bastard,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,wankbastard
wanked,wank,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,wanked
wanker,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wanker
wankers,wank,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wanker
wankies,wank,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,wankies
wanking,wank,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wanking
wanks,wank,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,wank
we1back,wetback,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,weback
weenie,weenie,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,weenie
weiner,weiner,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,weiner
wet back,wetback,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,wet back
wetback,wetback,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,wetback
wetbacks,wetback,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,wetback
wh0r3,whore,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,whr
wh0re,whore,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,whre
whack off,whack off,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,whack
what the fuck,fuck,,,other / general insult,none,none,2.2,Strong,other / general insult_Strong,fuck
whoar,whore,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,whoar
whoars,whore,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,whoars
